rainfall_rate,cumulative_rainfall_24h,soil_moisture,slope_angle,vibration_frequency,pore_water_pressure,temperature,risk_score,risk_class,risk_label
29.53,30.92,66.32,33.01,1.13,19.5,19.79,17.1,0,Safe
2.82,10.12,29.42,48.86,0.35,6.58,25.96,0.0,0,Safe
26.93,182.72,65.34,40.34,1.49,46.77,13.1,49.1,1,Watch
96.1,355.72,94.86,54.76,3.46,68.52,14.74,100.0,3,Critical
4.67,70.85,70.19,28.87,0.4,28.55,22.45,14.9,0,Safe
119.55,370.1,91.1,50.24,1.96,83.83,14.05,100.0,3,Critical
100.41,235.01,90.05,53.36,3.28,79.89,12.37,100.0,3,Critical
78.73,237.24,95.31,50.41,4.14,69.2,12.14,100.0,3,Critical
85.3,255.4,86.95,41.68,3.59,89.05,16.63,98.7,3,Critical
0.95,5.83,37.77,33.55,0.23,4.74,23.11,4.6,0,Safe
2.78,6.71,45.41,31.29,0.31,15.03,21.35,1.6,0,Safe
47.45,177.8,84.48,33.4,0.95,59.91,15.4,49.6,1,Watch
20.73,55.03,73.28,33.32,0.86,28.14,22.4,19.9,0,Safe
4.11,10.18,36.78,32.37,0.19,13.13,19.54,1.0,0,Safe
60.49,118.76,82.74,20.7,1.32,29.26,16.59,24.3,0,Safe
0.57,11.34,34.0,23.98,0.18,8.28,24.5,0.0,0,Safe
72.42,178.84,72.21,38.71,1.0,51.06,14.47,61.8,2,Warning
1.81,17.55,43.29,31.1,0.1,11.27,22.81,9.6,0,Safe
0.9,2.83,34.86,25.41,0.2,1.8,26.6,0.4,0,Safe
42.9,197.59,90.39,42.52,1.72,53.06,13.57,66.3,2,Warning
0.64,10.72,27.78,27.47,0.39,7.18,20.71,0.0,0,Safe
51.89,71.44,52.98,36.5,0.55,22.86,16.39,26.4,0,Safe
3.04,81.37,65.77,25.33,0.64,28.14,19.11,9.9,0,Safe
1.59,23.77,21.91,23.76,0.13,10.25,24.98,1.7,0,Safe
2.92,1.35,39.06,28.82,0.19,9.1,14.79,0.0,0,Safe
86.82,111.17,86.14,38.56,1.49,44.28,15.14,61.3,2,Warning
1.86,10.97,35.12,46.95,0.55,20.41,23.0,1.5,0,Safe
58.52,178.44,79.09,32.75,0.97,38.49,12.71,46.1,1,Watch
0.31,12.72,36.63,26.0,0.22,5.4,19.2,3.9,0,Safe
70.0,228.41,86.1,40.29,2.27,85.11,15.19,86.0,3,Critical
8.9,11.03,25.2,27.14,0.34,13.22,21.07,1.6,0,Safe
13.12,52.62,55.26,39.82,1.19,25.22,18.73,16.1,0,Safe
1.07,21.43,47.15,27.83,0.36,10.7,24.63,7.3,0,Safe
2.01,8.51,28.17,21.72,0.51,15.14,28.32,2.2,0,Safe
77.54,346.28,94.47,43.51,3.88,55.4,12.22,91.9,3,Critical
1.18,10.44,31.74,32.12,0.57,6.89,28.14,1.6,0,Safe
75.25,325.65,86.08,54.27,3.51,91.32,12.11,100.0,3,Critical
60.74,171.23,69.33,35.33,0.92,31.59,17.37,41.3,1,Watch
6.0,22.24,38.04,23.1,0.5,10.38,19.94,2.4,0,Safe
41.75,145.94,68.52,45.49,1.49,50.71,22.41,64.7,2,Warning
0.53,6.54,37.94,24.47,0.55,13.36,17.95,0.6,0,Safe
28.77,109.76,59.81,31.57,0.65,38.7,19.47,28.4,0,Safe
61.6,135.42,69.13,40.02,1.15,35.11,15.31,43.4,1,Watch
20.03,97.91,70.12,29.93,0.98,25.12,23.16,19.0,0,Safe
27.56,110.01,71.9,36.04,0.87,39.43,24.05,39.9,1,Watch
2.5,24.2,23.86,20.82,0.51,10.22,19.6,0.8,0,Safe
54.17,171.08,82.78,40.1,1.6,55.3,23.02,66.7,2,Warning
53.69,177.17,71.27,39.94,0.92,43.72,20.24,50.8,1,Watch
98.78,223.82,98.15,49.93,3.55,90.72,15.08,100.0,3,Critical
20.82,57.68,61.58,38.99,0.93,27.59,23.6,23.3,0,Safe
49.81,160.63,83.67,42.07,1.96,23.25,15.36,50.1,1,Watch
0.26,18.63,45.4,24.81,0.47,7.57,23.41,1.2,0,Safe
17.78,196.17,78.85,39.54,1.07,51.75,17.24,52.2,1,Watch
11.96,118.34,69.76,30.05,0.71,17.44,13.86,21.7,0,Safe
12.43,73.56,69.4,29.16,0.94,33.01,16.52,21.5,0,Safe
66.14,335.82,86.77,42.17,3.57,67.15,15.86,94.8,3,Critical
0.66,11.93,37.18,26.54,0.11,9.29,30.49,0.0,0,Safe
2.22,0.77,30.91,29.56,0.17,9.77,25.42,0.6,0,Safe
10.24,2.51,34.15,17.07,0.36,9.13,23.44,5.5,0,Safe
7.16,91.25,53.34,25.3,0.84,29.96,22.26,14.2,0,Safe
2.83,19.37,37.69,25.27,0.4,14.91,27.04,5.6,0,Safe
53.2,142.45,82.85,33.66,1.15,46.1,18.79,50.1,1,Watch
21.18,113.42,50.78,39.78,0.35,21.38,16.44,18.3,0,Safe
46.76,132.46,90.33,33.81,1.12,49.62,19.98,48.6,1,Watch
79.87,348.14,87.4,50.18,1.82,65.33,9.93,99.6,3,Critical
66.71,268.77,98.79,39.53,1.86,57.57,16.54,78.2,2,Warning
97.67,242.76,93.76,54.05,2.35,55.48,8.87,100.0,3,Critical
5.26,117.32,58.81,39.23,0.85,30.0,16.93,25.5,0,Safe
0.05,5.99,35.14,20.87,0.29,14.3,23.19,5.9,0,Safe
5.08,66.58,56.28,31.33,0.56,31.37,19.94,15.2,0,Safe
0.26,8.84,46.46,36.24,0.43,13.66,25.64,0.1,0,Safe
4.19,13.87,39.21,36.45,0.53,10.87,22.5,0.6,0,Safe
2.49,24.3,30.8,28.88,0.14,8.85,27.91,0.0,0,Safe
0.21,18.02,41.11,30.07,0.47,13.05,25.36,2.5,0,Safe
52.67,215.81,79.87,34.75,1.07,45.79,19.33,57.3,1,Watch
16.16,63.87,58.85,24.95,0.89,18.71,18.22,15.0,0,Safe
7.38,102.96,77.71,27.13,1.17,17.74,18.78,15.8,0,Safe
4.88,39.43,64.63,30.44,0.54,23.51,18.48,13.6,0,Safe
29.17,181.02,79.42,48.64,0.82,37.61,16.51,52.7,1,Watch
6.85,14.6,34.59,30.91,0.47,10.08,22.48,0.0,0,Safe
117.51,264.11,93.75,50.29,3.7,88.33,14.6,100.0,3,Critical
4.54,9.54,33.15,22.23,0.24,8.59,18.76,3.8,0,Safe
0.73,6.42,36.7,21.16,0.42,12.93,25.6,0.6,0,Safe
0.49,12.97,39.79,32.55,0.45,7.81,23.58,2.4,0,Safe
37.21,207.84,78.09,35.06,0.94,42.58,17.49,47.7,1,Watch
43.6,143.3,80.69,27.22,0.88,49.28,14.28,36.0,1,Watch
12.73,83.16,44.37,31.38,0.87,33.06,16.1,17.3,0,Safe
15.9,36.09,68.62,30.59,0.31,27.28,16.86,18.7,0,Safe
19.15,53.33,70.33,41.97,0.48,29.51,14.45,27.6,0,Safe
82.59,142.12,90.03,33.15,1.64,51.3,18.4,63.5,2,Warning
44.17,127.27,79.67,39.3,1.52,31.74,17.39,51.6,1,Watch
63.04,202.64,78.01,36.27,1.8,44.35,14.76,56.1,1,Watch
2.56,16.97,24.5,23.43,0.5,6.56,28.39,2.6,0,Safe
29.35,111.4,66.09,38.3,0.73,21.33,20.49,24.9,0,Safe
18.14,47.09,62.66,30.3,1.18,29.68,15.53,18.0,0,Safe
0.15,2.94,40.06,23.69,0.36,9.83,19.1,0.5,0,Safe
10.16,62.93,50.66,29.03,0.7,25.87,20.27,8.8,0,Safe
22.17,118.94,60.7,47.44,0.5,21.64,20.75,29.3,0,Safe
2.39,6.05,29.59,16.72,0.28,9.9,27.27,3.7,0,Safe
26.3,118.44,74.97,35.86,1.65,56.31,13.45,47.9,1,Watch
1.66,4.97,31.2,31.05,0.1,8.79,28.26,0.0,0,Safe
1.47,16.07,29.48,32.93,0.23,0.59,31.29,2.4,0,Safe
23.24,83.54,64.34,29.41,0.59,18.81,17.19,13.6,0,Safe
6.72,19.28,26.08,22.18,0.38,8.27,26.65,1.1,0,Safe
31.98,121.63,66.25,40.12,1.95,35.99,21.29,40.7,1,Watch
5.47,72.6,68.68,35.84,0.85,21.07,19.45,22.8,0,Safe
40.67,216.46,72.18,35.12,1.35,37.93,10.94,43.1,1,Watch
4.21,21.81,29.05,28.97,0.54,10.97,23.71,0.5,0,Safe
15.49,95.38,64.97,41.03,0.69,11.44,15.43,19.3,0,Safe
5.3,20.24,54.14,19.89,0.12,10.58,16.68,3.9,0,Safe
64.07,198.61,88.42,38.67,4.25,71.04,10.86,87.5,3,Critical
63.77,198.51,86.09,43.57,2.16,65.93,13.37,86.4,3,Critical
22.68,141.27,71.74,42.42,1.97,44.52,21.13,48.2,1,Watch
1.39,15.48,45.29,24.33,0.44,10.63,28.97,7.5,0,Safe
39.87,42.66,58.51,25.12,0.43,35.0,23.56,20.8,0,Safe
2.43,4.88,36.5,27.88,0.53,7.37,21.38,1.0,0,Safe
0.42,2.68,30.78,28.15,0.12,8.26,20.93,0.0,0,Safe
48.23,166.07,83.98,27.2,0.84,41.74,21.37,36.6,1,Watch
0.59,10.16,38.67,32.21,0.16,12.26,19.23,0.0,0,Safe
27.74,38.2,59.9,36.61,0.92,21.65,19.17,16.3,0,Safe
35.65,114.46,73.58,34.7,0.74,32.97,16.54,30.9,1,Watch
0.6,10.4,41.25,33.13,0.26,9.48,29.95,8.2,0,Safe
46.33,138.31,81.65,42.4,1.06,38.51,12.3,51.8,1,Watch
3.67,17.64,39.44,15.49,0.41,13.53,18.61,2.5,0,Safe
1.45,4.49,32.35,33.55,0.51,8.26,22.8,0.0,0,Safe
27.83,167.61,62.12,40.38,1.48,31.0,18.24,39.1,1,Watch
13.61,93.62,83.84,37.42,0.42,42.48,14.29,38.1,1,Watch
20.68,59.15,69.44,38.8,0.8,32.69,26.29,30.1,1,Watch
62.1,367.47,87.24,56.87,4.05,57.82,9.66,100.0,3,Critical
0.34,22.24,33.3,36.51,0.37,10.92,21.24,3.7,0,Safe
92.35,277.47,87.01,38.85,3.79,65.77,15.9,85.1,3,Critical
68.02,126.65,76.02,43.62,1.81,38.64,14.57,55.5,1,Watch
35.77,95.38,49.72,34.89,0.48,26.74,23.03,23.1,0,Safe
42.83,75.73,50.22,28.18,0.97,27.68,21.06,28.2,0,Safe
83.67,368.61,96.95,42.74,2.31,80.19,17.43,99.1,3,Critical
2.7,20.07,46.98,25.34,0.19,8.03,28.07,6.2,0,Safe
89.11,369.15,87.66,57.81,4.77,57.85,14.9,100.0,3,Critical
47.78,122.6,79.46,35.92,1.82,50.26,12.66,52.0,1,Watch
127.25,369.04,97.13,41.78,3.22,81.76,15.73,100.0,3,Critical
22.17,53.64,51.59,37.72,1.08,25.67,18.75,23.0,0,Safe
29.87,33.65,61.86,37.41,0.76,39.06,18.62,26.7,0,Safe
0.91,24.66,42.75,25.64,0.25,6.59,20.55,2.3,0,Safe
0.14,7.97,34.2,30.59,0.19,10.08,27.2,0.0,0,Safe
27.62,51.47,55.24,37.8,0.4,24.96,22.81,20.7,0,Safe
28.03,111.29,82.51,31.01,1.77,37.91,16.16,34.3,1,Watch
34.58,96.18,60.75,28.32,0.88,25.11,15.58,17.6,0,Safe
38.1,116.99,78.89,34.64,0.84,43.23,16.21,39.9,1,Watch
29.31,129.01,74.73,33.3,1.54,30.98,12.49,35.4,1,Watch
122.99,361.71,91.42,46.75,3.36,57.62,18.58,92.6,3,Critical
22.65,97.75,71.26,26.39,0.91,32.61,16.57,23.8,0,Safe
7.56,83.96,71.55,33.23,0.84,38.18,15.24,27.5,0,Safe
43.51,119.25,68.28,40.95,1.08,36.5,11.93,44.8,1,Watch
56.94,293.01,98.43,51.06,2.28,69.82,15.99,100.0,3,Critical
43.82,143.22,80.7,48.18,1.16,59.46,17.1,64.2,2,Warning
3.29,18.24,34.88,35.79,0.4,7.48,24.75,0.4,0,Safe
111.14,361.71,88.21,36.17,3.32,87.87,17.11,92.7,3,Critical
15.27,58.48,55.73,25.79,0.8,30.39,22.26,19.1,0,Safe
17.71,146.03,77.85,42.22,1.08,61.91,18.39,52.7,1,Watch
0.3,15.84,36.33,38.05,0.24,14.88,27.68,0.0,0,Safe
29.37,93.18,65.57,31.63,0.61,17.47,17.98,18.5,0,Safe
57.81,148.79,80.73,31.62,1.91,55.35,14.45,54.3,1,Watch
23.78,48.43,73.09,30.78,0.82,28.15,23.31,19.3,0,Safe
1.67,1.21,30.48,35.99,0.13,4.32,21.88,6.9,0,Safe
26.75,111.81,64.69,20.05,0.36,19.64,20.51,16.0,0,Safe
2.5,19.5,37.48,32.82,0.32,10.71,31.1,0.1,0,Safe
12.76,30.33,73.09,28.56,0.31,21.53,15.79,11.3,0,Safe
9.19,52.3,55.75,24.23,1.2,16.29,21.6,9.4,0,Safe
6.0,2.66,35.85,28.81,0.2,8.63,29.1,3.5,0,Safe
2.1,17.68,22.19,14.36,0.54,17.55,27.28,5.1,0,Safe
3.52,18.87,42.38,38.61,0.18,17.92,22.46,6.1,0,Safe
43.06,120.21,71.91,39.34,0.97,40.87,13.71,46.9,1,Watch
3.9,18.45,35.6,27.48,0.18,12.3,20.47,7.8,0,Safe
22.08,81.96,50.94,32.2,0.67,27.06,17.07,16.5,0,Safe
15.9,72.59,67.09,36.65,1.07,26.01,13.7,25.8,0,Safe
57.67,166.3,83.38,32.95,0.95,51.67,13.79,54.0,1,Watch
2.72,21.97,36.54,29.54,0.56,13.13,23.5,5.6,0,Safe
60.85,172.16,84.42,30.8,1.04,53.79,16.16,49.2,1,Watch
13.12,112.58,71.24,33.18,0.37,23.67,16.76,23.0,0,Safe
94.37,342.93,88.54,46.99,1.98,53.72,12.72,91.9,3,Critical
7.56,5.03,35.94,33.73,0.52,13.59,20.96,0.0,0,Safe
0.15,15.49,31.47,35.97,0.51,4.95,28.4,4.3,0,Safe
1.79,24.94,44.23,19.59,0.46,12.7,26.45,0.0,0,Safe
29.95,111.76,67.14,24.07,1.11,26.53,23.21,23.3,0,Safe
76.61,206.06,78.7,35.07,1.93,47.77,16.62,63.8,2,Warning
1.69,9.26,41.59,32.43,0.53,6.47,18.82,5.8,0,Safe
42.67,76.11,56.42,41.51,0.36,27.4,17.73,23.1,0,Safe
79.77,264.56,92.13,53.53,3.84,61.49,13.28,100.0,3,Critical
95.21,324.25,87.27,57.55,2.23,90.13,8.81,100.0,3,Critical
57.1,144.0,88.09,26.56,1.84,31.92,23.12,27.2,0,Safe
122.04,237.86,97.4,48.71,2.28,84.93,14.64,100.0,3,Critical
4.77,6.94,34.4,32.34,0.52,8.09,24.3,2.3,0,Safe
0.75,0.35,35.46,34.67,0.57,3.53,20.51,4.5,0,Safe
16.2,109.83,66.13,32.91,0.67,31.01,20.91,24.6,0,Safe
0.06,17.65,40.89,25.31,0.33,11.22,21.26,2.0,0,Safe
121.19,361.6,95.83,53.2,4.56,89.2,16.5,100.0,3,Critical
2.14,14.9,34.38,17.8,0.45,5.07,21.25,1.3,0,Safe
29.12,46.58,72.49,28.69,1.2,26.82,19.05,19.6,0,Safe
0.45,21.48,30.09,25.78,0.21,18.48,20.27,5.6,0,Safe
63.55,123.52,85.65,40.91,0.95,41.55,13.03,52.0,1,Watch
2.85,22.26,20.17,25.08,0.24,5.76,27.54,3.4,0,Safe
12.23,113.74,71.36,36.87,0.98,29.67,16.43,27.2,0,Safe
16.97,149.56,83.31,38.36,1.69,39.86,17.84,38.8,1,Watch
0.23,12.28,53.46,31.3,0.26,10.27,26.7,4.6,0,Safe
3.5,12.11,42.57,20.69,0.42,5.34,24.1,4.2,0,Safe
3.34,5.48,36.82,39.14,0.11,9.45,29.35,0.0,0,Safe
122.97,308.11,97.74,52.87,3.84,91.98,9.79,100.0,3,Critical
35.52,96.78,55.93,24.32,1.05,20.93,19.53,19.1,0,Safe
43.74,140.46,78.55,40.62,1.99,31.07,20.63,46.7,1,Watch
11.13,49.94,72.84,31.54,0.86,33.74,16.33,16.2,0,Safe
0.58,14.16,31.24,17.19,0.24,9.91,27.84,4.7,0,Safe
2.82,10.91,32.48,22.99,0.27,5.97,27.01,4.7,0,Safe
1.58,19.05,46.81,24.65,0.11,13.78,29.67,1.3,0,Safe
2.9,10.8,36.85,29.17,0.4,3.7,27.34,2.1,0,Safe
54.45,206.02,91.95,43.72,2.6,77.11,12.38,91.8,3,Critical
0.42,10.87,38.98,26.67,0.16,6.87,21.92,0.0,0,Safe
78.24,330.63,93.26,57.65,3.99,54.33,12.96,100.0,3,Critical
4.01,21.45,40.3,23.35,0.51,17.16,21.69,0.0,0,Safe
36.86,85.36,66.5,35.32,1.03,32.27,20.47,34.3,1,Watch
79.97,372.7,90.75,40.19,2.66,91.24,14.89,94.0,3,Critical
2.58,24.73,47.63,24.05,0.48,5.04,29.03,3.9,0,Safe
69.79,163.1,68.93,37.43,0.92,31.32,17.39,45.2,1,Watch
17.42,70.63,70.16,42.14,0.88,25.76,20.01,21.9,0,Safe
12.62,71.86,58.75,19.73,0.7,25.41,24.02,11.0,0,Safe
0.11,7.29,38.44,23.58,0.33,7.82,20.76,0.0,0,Safe
36.35,117.46,74.87,48.46,1.73,38.93,16.73,54.4,1,Watch
119.58,329.35,87.44,52.61,4.0,58.74,15.18,100.0,3,Critical
12.74,42.81,67.34,30.11,0.66,14.12,16.24,9.7,0,Safe
23.77,130.49,71.08,40.69,1.15,43.63,17.3,44.3,1,Watch
5.11,20.4,34.5,26.86,0.31,4.86,23.77,0.3,0,Safe
4.48,3.87,42.26,22.54,0.59,7.89,20.63,4.5,0,Safe
18.61,179.15,67.93,39.76,1.2,41.54,19.9,44.7,1,Watch
2.48,15.59,37.11,25.49,0.39,0.0,22.45,0.0,0,Safe
51.77,359.4,86.79,50.08,2.49,85.35,12.25,100.0,3,Critical
0.34,9.13,16.05,31.68,0.15,4.88,19.15,7.5,0,Safe
1.87,9.34,43.67,41.97,0.48,11.76,26.53,4.4,0,Safe
23.57,52.9,46.57,33.46,0.73,38.63,19.78,26.2,0,Safe
65.41,98.83,79.35,37.02,0.97,30.02,21.32,47.6,1,Watch
0.56,22.24,25.58,25.93,0.44,5.51,25.19,0.0,0,Safe
57.09,349.06,94.16,44.76,3.43,78.23,15.96,96.9,3,Critical
29.69,141.84,71.27,52.84,1.85,44.68,15.33,65.7,2,Warning
1.6,21.72,30.96,31.65,0.54,8.74,32.91,0.4,0,Safe
75.74,116.99,81.96,36.93,1.3,51.87,12.64,60.6,2,Warning
1.18,7.65,34.78,28.17,0.2,11.03,21.44,0.5,0,Safe
20.7,113.59,59.3,31.24,0.85,23.5,16.6,19.6,0,Safe
15.15,38.07,57.14,30.22,1.0,28.57,17.52,19.5,0,Safe
22.73,128.82,80.77,46.33,0.81,25.89,17.09,39.6,1,Watch
53.29,176.86,89.77,37.53,1.3,52.0,15.71,66.2,2,Warning
18.66,110.13,51.98,41.69,0.46,23.97,21.97,18.3,0,Safe
28.18,97.48,68.65,31.22,0.68,23.27,19.5,14.9,0,Safe
5.17,19.01,34.9,37.22,0.34,2.78,24.0,0.0,0,Safe
2.27,0.97,43.22,38.34,0.39,9.34,26.47,5.3,0,Safe
39.06,44.34,73.26,36.01,0.76,21.27,23.38,24.6,0,Safe
0.52,1.09,40.7,35.08,0.31,8.9,18.57,0.0,0,Safe
3.73,10.99,38.54,30.23,0.39,11.34,20.45,2.0,0,Safe
6.18,8.91,39.19,40.49,0.59,13.48,26.6,0.7,0,Safe
1.52,22.77,46.66,21.44,0.17,10.27,25.99,0.0,0,Safe
74.54,264.55,93.24,57.79,2.04,60.22,18.02,100.0,3,Critical
0.28,0.78,33.65,24.45,0.5,9.14,23.82,0.0,0,Safe
0.02,20.28,23.39,28.94,0.55,7.55,23.11,4.0,0,Safe
20.26,84.29,53.62,32.37,1.07,13.58,17.63,15.6,0,Safe
3.19,42.02,44.56,36.78,0.3,16.04,21.75,2.3,0,Safe
86.48,266.57,94.42,37.57,3.06,56.79,15.77,82.8,3,Critical
93.29,219.65,74.74,38.14,1.22,44.55,18.09,61.9,2,Warning
5.11,6.25,38.15,35.02,0.6,9.14,23.08,3.7,0,Safe
13.43,65.24,63.54,39.42,0.92,16.51,17.29,20.4,0,Safe
1.05,12.14,32.28,21.38,0.36,4.73,19.37,0.6,0,Safe
0.44,22.72,27.78,23.05,0.45,7.69,18.38,0.6,0,Safe
59.97,199.64,86.53,38.45,1.0,37.9,16.41,52.5,1,Watch
26.06,66.56,67.2,36.62,0.43,23.11,20.98,23.5,0,Safe
74.75,155.65,69.31,41.15,1.71,52.81,18.37,65.4,2,Warning
30.54,142.72,71.25,37.22,1.42,53.64,13.38,49.2,1,Watch
0.75,8.33,32.73,29.19,0.41,10.56,25.56,2.5,0,Safe
2.34,15.17,11.21,16.86,0.46,9.38,16.34,3.5,0,Safe
49.96,217.58,77.57,39.1,1.45,56.08,17.21,66.4,2,Warning
35.49,76.55,62.11,36.11,1.07,22.68,18.34,23.5,0,Safe
12.15,60.03,58.24,34.22,0.95,30.05,21.25,16.0,0,Safe
2.75,23.0,24.34,29.21,0.29,12.93,18.82,4.1,0,Safe
13.05,116.5,66.21,36.31,0.56,21.59,21.07,22.2,0,Safe
6.85,32.36,54.18,37.37,0.87,19.57,20.51,8.3,0,Safe
0.64,14.51,41.61,32.36,0.29,10.22,26.33,2.1,0,Safe
3.13,12.74,33.3,32.1,0.33,10.39,21.14,1.9,0,Safe
21.92,72.59,79.65,25.79,1.04,35.75,20.37,21.9,0,Safe
24.8,30.99,60.25,35.85,0.67,23.23,17.4,18.4,0,Safe
2.29,12.18,37.82,25.08,0.14,13.17,24.68,0.0,0,Safe
103.42,226.26,95.58,48.03,3.58,80.37,12.05,100.0,3,Critical
26.42,67.55,67.74,28.36,0.36,31.96,17.01,27.2,0,Safe
17.29,72.51,62.26,32.58,1.04,36.89,16.79,25.2,0,Safe
3.78,9.78,35.45,24.19,0.43,8.08,17.44,0.0,0,Safe
40.04,54.83,59.82,32.03,0.78,19.76,13.38,13.3,0,Safe
2.27,5.75,29.89,41.63,0.2,9.68,29.77,0.7,0,Safe
1.54,21.99,38.44,34.15,0.45,10.51,27.6,2.9,0,Safe
37.47,133.71,78.77,39.4,1.92,38.23,13.76,52.4,1,Watch
63.02,142.58,73.12,26.16,1.92,44.89,14.2,40.6,1,Watch
1.83,24.37,34.47,22.23,0.12,6.92,25.49,0.7,0,Safe
125.6,331.85,90.15,40.31,2.62,53.53,16.48,75.5,2,Warning
5.35,2.2,33.52,23.05,0.49,8.44,21.32,1.1,0,Safe
19.59,112.9,61.61,42.0,0.93,27.96,21.07,23.7,0,Safe
68.42,282.03,97.79,41.11,2.94,89.17,15.97,99.5,3,Critical
45.2,36.75,67.0,29.33,0.78,32.22,19.8,25.5,0,Safe
0.08,2.49,35.75,29.67,0.18,4.8,25.55,3.0,0,Safe
55.91,134.79,71.42,36.57,0.92,43.92,13.36,45.4,1,Watch
30.42,58.67,66.74,33.69,0.78,24.91,20.93,23.7,0,Safe
49.06,33.34,58.7,29.7,0.95,27.26,21.25,19.9,0,Safe
29.42,109.42,56.7,26.76,0.95,25.54,20.82,21.2,0,Safe
60.71,122.9,78.65,29.58,1.85,47.42,21.95,45.4,1,Watch
0.63,18.91,37.15,17.66,0.37,8.03,25.31,0.9,0,Safe
1.92,24.01,49.58,15.41,0.29,4.57,25.45,3.7,0,Safe
85.25,309.42,90.1,48.03,4.07,56.32,12.4,96.6,3,Critical
24.78,182.89,79.34,40.53,1.89,40.78,9.28,53.9,1,Watch
2.87,3.27,38.15,19.88,0.24,10.45,33.31,0.0,0,Safe
5.86,94.92,66.17,41.8,0.86,35.58,20.11,23.8,0,Safe
128.67,364.5,97.85,37.56,4.72,58.91,9.07,80.9,3,Critical
8.34,11.08,42.31,27.41,0.21,10.12,29.57,1.9,0,Safe
66.52,287.86,85.45,56.62,3.68,81.23,13.09,100.0,3,Critical
28.38,34.01,54.05,41.27,0.81,27.67,21.08,21.5,0,Safe
71.14,163.13,85.86,39.38,0.9,51.08,17.19,64.8,2,Warning
7.22,15.1,27.05,44.98,0.29,15.57,24.85,3.2,0,Safe
26.64,79.88,72.59,26.48,1.1,30.03,20.05,24.2,0,Safe
5.99,9.2,17.93,24.45,0.41,10.12,17.27,3.1,0,Safe
46.76,176.17,84.87,36.41,1.07,25.06,17.65,40.8,1,Watch
35.43,181.99,71.87,50.83,1.66,41.39,13.83,65.4,2,Warning
24.09,211.78,83.18,47.8,1.46,56.56,17.68,68.0,2,Warning
30.75,132.12,83.65,39.94,1.92,27.46,14.27,42.9,1,Watch
76.63,59.9,70.88,39.56,0.6,30.51,23.18,35.3,1,Watch
33.23,32.93,66.28,37.24,1.02,35.29,17.33,27.0,0,Safe
42.14,135.15,85.68,38.87,1.39,28.26,12.91,36.0,1,Watch
56.59,213.53,93.38,49.5,1.8,83.19,17.83,100.0,3,Critical
101.49,370.42,91.72,46.23,3.76,74.77,16.72,100.0,3,Critical
30.49,33.56,62.52,30.19,1.12,27.14,19.78,17.4,0,Safe
9.77,1.07,44.86,27.44,0.49,5.21,23.46,1.1,0,Safe
0.86,24.41,39.57,27.95,0.18,10.61,20.42,2.0,0,Safe
3.59,16.35,31.9,10.0,0.16,12.13,25.91,0.0,0,Safe
22.62,54.11,61.65,26.9,0.54,34.1,15.92,21.2,0,Safe
0.89,3.92,29.69,26.96,0.44,4.66,21.58,0.0,0,Safe
11.56,113.47,52.03,29.35,1.02,24.77,22.57,17.9,0,Safe
54.44,202.85,77.28,37.37,1.39,36.48,15.79,52.9,1,Watch
48.36,119.59,74.25,48.43,0.87,38.99,13.99,57.8,1,Watch
34.66,99.69,50.29,30.27,0.88,23.64,18.05,22.1,0,Safe
4.62,18.64,46.71,40.19,0.32,8.74,17.21,4.8,0,Safe
78.03,184.72,72.3,37.41,1.78,49.48,16.77,62.1,2,Warning
39.77,152.36,71.6,40.95,1.89,46.86,14.51,45.4,1,Watch
32.28,209.74,73.42,47.59,1.39,43.75,13.1,59.1,1,Watch
3.37,22.79,44.5,20.15,0.6,14.97,23.12,4.2,0,Safe
0.88,9.05,35.08,26.87,0.3,5.72,23.4,0.0,0,Safe
74.38,195.41,85.7,38.79,0.95,55.41,19.74,65.5,2,Warning
1.82,3.52,28.57,22.89,0.39,6.73,17.23,0.0,0,Safe
57.76,193.02,80.45,36.67,1.45,33.6,15.04,49.1,1,Watch
2.33,10.42,32.06,40.12,0.31,16.03,19.88,0.0,0,Safe
1.7,18.55,40.97,27.94,0.17,4.19,26.1,0.0,0,Safe
1.57,3.3,40.1,29.19,0.22,16.72,19.76,0.0,0,Safe
28.42,34.21,68.07,29.13,0.55,29.37,20.46,12.8,0,Safe
0.01,22.78,36.75,33.93,0.31,4.45,27.88,2.3,0,Safe
19.64,201.64,71.02,40.19,0.82,44.54,8.68,44.7,1,Watch
22.29,59.65,49.14,38.59,1.12,25.22,13.34,25.3,0,Safe
4.73,3.79,38.11,29.66,0.49,14.98,23.49,0.0,0,Safe
0.72,13.96,33.93,29.7,0.48,15.86,19.1,0.0,0,Safe
0.98,20.8,26.84,39.8,0.3,12.45,27.41,5.4,0,Safe
82.26,272.88,88.96,45.74,2.17,77.67,12.24,100.0,3,Critical
1.31,9.7,44.4,30.25,0.38,14.85,23.47,0.0,0,Safe
0.99,20.24,47.9,33.44,0.2,17.98,27.63,0.0,0,Safe
93.36,299.64,88.14,42.79,2.18,80.44,17.01,94.8,3,Critical
18.47,64.63,56.75,35.07,1.0,34.16,21.77,24.0,0,Safe
26.57,54.54,70.81,32.39,0.46,40.74,24.42,24.4,0,Safe
8.03,112.39,61.37,44.05,0.36,25.16,17.95,23.6,0,Safe
16.01,39.53,57.76,17.4,0.97,25.04,15.8,12.3,0,Safe
2.62,17.15,41.37,24.04,0.31,14.95,24.6,1.9,0,Safe
